1950,-1.174937569,-1.948307358,-2.421934116,-2.653060537,-2.795066478,-2.898596649,-2.975925013,-3.022276395,-3.095825632,-3.136082623,-3.137868621,-3.119186408,-3.137868621,-3.107905397,-3.073143291,-3.019088062,-2.962573502,-2.925549281,-2.887394998,-2.853561865,-2.841637508,-2.798876103,-2.792365633,-2.746177561,-2.775725986,-2.757707095,-2.737311656,-2.732359018,-2.722849386,-2.715794932,-2.693360559,-2.697236292,-2.691008971,-2.675511767,-2.645315446,-2.632085261,-2.617982957,-2.580870692,-2.554551486,-2.523748204,-2.494850022,-2.475733731,-2.434624497,-2.416461181,-2.361011841,-2.324496615,-2.294735138,-2.2892059,-2.240709967,-2.189162849,-2.176721443,-2.141763665,-2.087884271,-2.064744718,-2.030258023,-1.998482623,-1.965331444,-1.925147004,-1.902326301,-1.858612945,-1.824459196,-1.800848429,-1.743667182,-1.705864581,-1.678442992,-1.615754142,-1.581715285,-1.54992033,-1.484112916,-1.460284227,-1.399462706,-1.350285543,-1.301664529,-1.25379408,-1.200604306,-1.175730944,-1.117720284,-1.066603832,-1.029550839,-0.994810905,-0.924701278,-0.903649719,-0.850685415,-0.819280746,-0.760900818,-0.735737201,-0.697811983,-0.660445215,-0.621335063,-0.594783452,-0.531875783,-0.52483021,-0.474841125,-0.47711778,-0.410477088,-0.383529738,-0.389127,-0.29790738,-0.333620567,-0.187117379
1951,-1.170664058,-1.957070267,-2.457797218,-2.683610249,-2.81079051,-2.92885471,-3.003050752,-3.049635146,-3.105683937,-3.151810883,-3.152427341,-3.149966742,-3.13667714,-3.092588639,-3.095284455,-3.030584088,-2.962175249,-2.938547521,-2.90274269,-2.880414225,-2.867420152,-2.826231177,-2.814741235,-2.787812396,-2.769040444,-2.771086594,-2.751046385,-2.73095429,-2.721475035,-2.744245213,-2.709520187,-2.691649051,-2.67141655,-2.68131073,-2.655411257,-2.643018599,-2.611543547,-2.59311933,-2.572027286,-2.537751785,-2.523313257,-2.471340355,-2.43794517,-2.400116928,-2.372429336,-2.335264031,-2.299729063,-2.252432837,-2.210913085,-2.1893643,-2.153724758,-2.125054564,-2.084336396,-2.055912321,-2.022779553,-2.006916639,-1.951053496,-1.911438688,-1.872765581,-1.838901644,-1.814401189,-1.775001039,-1.729647298,-1.69795061,-1.646199135,-1.605128237,-1.568893672,-1.50814825,-1.475915591,-1.403556859,-1.384249791,-1.322338308,-1.264968289,-1.226367121,-1.173471694,-1.111242207,-1.089103579,-1.039795684,-0.976685797,-0.941923374,-0.904785303,-0.84092633,-0.817234515,-0.762770535,-0.72531808,-0.679473613,-0.64026694,-0.601431588,-0.574434806,-0.541584264,-0.514487255,-0.467926252,-0.438259576,-0.408395644,-0.376223672,-0.390074927,-0.352855762,-0.355405841,-0.292747571,-0.290812325
1952,-1.181055278,-1.997488369,-2.467755356,-2.70333481,-2.817585348,-2.927750102,-3.016824928,-3.090979146,-3.124360063,-3.162411562,-3.18243463,-3.202040356,-3.166215625,-3.139063379,-3.124360063,-3.094743951,-3.010550182,-2.994390555,-2.970210529,-2.941194513,-2.913996294,-2.893129456,-2.861697302,-2.869023308,-2.843148099,-2.855737226,-2.82131076,-2.823330067,-2.796151536,-2.785686103,-2.775208044,-2.736837535,-2.739451627,-2.723078868,-2.720561212,-2.677780705,-2.656197667,-2.645315446,-2.61960784,-2.567511744,-2.557520231,-2.525055665,-2.483729117,-2.448916135,-2.389765825,-2.346112442,-2.333950262,-2.286845598,-2.246800086,-2.204050501,-2.172630727,-2.13076828,-2.103253384,-2.078209514,-2.024706085,-1.994733667,-1.962414157,-1.920746378,-1.880942162,-1.84215052,-1.807014621,-1.77772585,-1.732241783,-1.698839736,-1.656552016,-1.599289363,-1.562852161,-1.520856752,-1.473764138,-1.441783589,-1.366238747,-1.348964405,-1.281830595,-1.222718208,-1.187848998,-1.130909155,-1.07577759,-1.051401227,-0.994686473,-0.928254191,-0.902503217,-0.852734982,-0.795850161,-0.777275727,-0.725057434,-0.676877898,-0.644801429,-0.610341404,-0.574581542,-0.530039621,-0.49951241,-0.473940002,-0.437876127,-0.413066298,-0.389636919,-0.325545799,-0.32732962,-0.317355907,-0.316369489,-0.309819874
1953,-1.218158493,-2.095068173,-2.5172693,-2.748848657,-2.853871964,-2.964970718,-3.022276395,-3.063989204,-3.158015195,-3.167491087,-3.188424994,-3.235077015,-3.207608311,-3.187086643,-3.127261173,-3.100179498,-3.062983893,-3.026872146,-3.004364805,-2.962175249,-2.925915311,-2.937794191,-2.891434976,-2.885055584,-2.894489815,-2.863596552,-2.865822892,-2.844967771,-2.812479279,-2.804931004,-2.821886748,-2.775725986,-2.77314243,-2.732124581,-2.708187313,-2.72514968,-2.697452628,-2.659555885,-2.624336386,-2.606775884,-2.573814175,-2.528855035,-2.490931955,-2.452717692,-2.427476902,-2.366733589,-2.349886836,-2.298432015,-2.251656896,-2.228927217,-2.161402747,-2.13834613,-2.120846754,-2.067120542,-2.035080706,-2.006431517,-1.963211467,-1.935654343,-1.88585625,-1.85811145,-1.807627716,-1.774044927,-1.734899034,-1.685900937,-1.652669985,-1.60523322,-1.563773725,-1.519892404,-1.468904453,-1.423589537,-1.376203017,-1.314043406,-1.298622006,-1.21583221,-1.173271008,-1.128444577,-1.071983297,-1.023054249,-1.010719305,-0.947240669,-0.901058772,-0.855687382,-0.814171809,-0.754013815,-0.729724208,-0.680267426,-0.648733361,-0.610392755,-0.581586006,-0.541558572,-0.509211673,-0.481987763,-0.45865419,-0.444975722,-0.38868782,-0.373870157,-0.31571851,-0.284071829,-0.278911887,-0.119800568
1954,-1.24895967,-2.189162849,-2.604324215,-2.783042793,-2.914352712,-3.03574037,-3.091514981,-3.145086978,-3.191114133,-3.226213555,-3.222573178,-3.235077015,-3.238072162,-3.199970641,-3.14327111,-3.089909454,-3.07211659,-3.044793462,-3.029188389,-2.970616222,-2.929962133,-2.938170693,-2.916855857,-2.936291441,-2.86998805,-2.886056648,-2.846185136,-2.855737226,-2.830325566,-2.819014419,-2.793984123,-2.812479279,-2.808548986,-2.761452112,-2.730020323,-2.736837535,-2.702239489,-2.689519109,-2.63921731,-2.621965678,-2.575608446,-2.573163546,-2.499763525,-2.491739694,-2.455807889,-2.401100113,-2.365825128,-2.330311292,-2.303381541,-2.252821329,-2.207468238,-2.165706488,-2.128543826,-2.09685573,-2.066360887,-2.009172949,-1.978273336,-1.961419574,-1.923578033,-1.893367211,-1.841366159,-1.802168307,-1.756639452,-1.723101823,-1.682438063,-1.643457888,-1.604638655,-1.553524968,-1.519906782,-1.465516982,-1.413829188,-1.380718794,-1.315064917,-1.296863448,-1.223989297,-1.176564898,-1.129256752,-1.09082923,-1.031633813,-1.020966346,-0.945038577,-0.899884592,-0.865071022,-0.817297245,-0.764888373,-0.734880164,-0.698933091,-0.66291829,-0.619651253,-0.594238842,-0.549019983,-0.536661052,-0.497293001,-0.456495663,-0.457678846,-0.376644217,-0.384482355,-0.354274224,-0.3325265,-0.2815988
1955,-1.278906934,-2.252277538,-2.625251654,-2.815308569,-2.917573699,-3.010995384,-3.079354999,-3.137272472,-3.205511953,-3.256490235,-3.26760624,-3.258848401,-3.222573178,-3.191114133,-3.147520006,-3.13667714,-3.07109231,-3.034328029,-2.995248844,-2.947306058,-2.956244873,-2.929592678,-2.936666641,-2.912928794,-2.883060353,-2.889747083,-2.865504144,-2.862645889,-2.85667287,-2.820735536,-2.774432287,-2.797239313,-2.784098187,-2.774690718,-2.716020716,-2.703993331,-2.7070797,-2.68172792,-2.675100503,-2.6413039,-2.573163546,-2.578067187,-2.537003388,-2.48399377,-2.464452721,-2.432385557,-2.374173287,-2.333107789,-2.297828049,-2.249800272,-2.216239304,-2.16488041,-2.125286311,-2.104798525,-2.066563332,-2.037914919,-1.993448391,-1.947459954,-1.922341451,-1.897634909,-1.832505438,-1.802995272,-1.757557964,-1.721200686,-1.691392906,-1.643381458,-1.601122927,-1.558666272,-1.51792717,-1.482263221,-1.419885095,-1.372245092,-1.34143535,-1.272409949,-1.244887734,-1.185066867,-1.128076968,-1.091236264,-1.031292957,-0.981715692,-0.954274214,-0.908927747,-0.863466505,-0.826236999,-0.78885275,-0.737283194,-0.701998889,-0.678903048,-0.634465219,-0.589950292,-0.550984684,-0.538996978,-0.495438074,-0.478323307,-0.434732021,-0.438016606,-0.378082518,-0.379509988,-0.308653236,-0.215674474
1956,-1.296347577,-2.283996656,-2.654038458,-2.84924356,-2.962175249,-3.060480747,-3.096910013,-3.130181792,-3.207608311,-3.231361899,-3.253365801,-3.283996656,-3.234331445,-3.233587153,-3.170053304,-3.115204636,-3.104577454,-3.053056729,-3.007004902,-3.014124643,-2.958607315,-2.960982678,-2.967381239,-2.943857738,-2.91721463,-2.897909474,-2.9076303,-2.882397308,-2.848936747,-2.894149326,-2.835349784,-2.825940192,-2.7780644,-2.774174009,-2.763210901,-2.713768146,-2.703773713,-2.695078838,-2.674689628,-2.638649976,-2.593289541,-2.55705013,-2.520712684,-2.490125715,-2.453457337,-2.40263395,-2.356054087,-2.318397001,-2.268653024,-2.23128792,-2.192532624,-2.147886139,-2.109187901,-2.070376748,-2.020315076,-1.9870363,-1.957621402,-1.925293244,-1.875169851,-1.836808798,-1.80997662,-1.769576626,-1.719103082,-1.670886997,-1.645142761,-1.60528572,-1.56293153,-1.519590586,-1.465961195,-1.421062959,-1.376688672,-1.326877677,-1.280428426,-1.227626944,-1.168687042,-1.150009683,-1.076574631,-1.023732577,-0.981574142,-0.924055422,-0.877243639,-0.853757202,-0.799299945,-0.749362905,-0.711777611,-0.670571609,-0.617739749,-0.599658912,-0.55787471,-0.510554825,-0.485898724,-0.447502129,-0.415852032,-0.412476484,-0.38453183,-0.335547952,-0.312562901,-0.251050299,-0.272763018,-0.142667504
1957,-1.280362163,-2.257196342,-2.648977147,-2.799970733,-2.929223537,-3.046723663,-3.11463878,-3.124938737,-3.184422252,-3.203425667,-3.19859629,-3.211124884,-3.226945307,-3.199970641,-3.150580586,-3.100726813,-3.088842391,-3.022276395,-2.988852639,-2.97674754,-2.931814138,-2.954677021,-2.948076084,-2.920095532,-2.921543182,-2.89245087,-2.877129077,-2.85917782,-2.884722409,-2.865504144,-2.825649403,-2.832387327,-2.783306401,-2.791021483,-2.738499227,-2.726767166,-2.680477551,-2.641113796,-2.638272164,-2.630598586,-2.565590792,-2.543178652,-2.534022632,-2.502103257,-2.467755356,-2.417595702,-2.37161107,-2.338376591,-2.288445832,-2.23128792,-2.186953035,-2.15391042,-2.110754339,-2.079094396,-2.032264868,-1.997661119,-1.960784234,-1.922486749,-1.881074247,-1.839831707,-1.808604883,-1.771163512,-1.733157051,-1.6840926,-1.646064544,-1.600239774,-1.564123795,-1.524328812,-1.477660114,-1.432597173,-1.385577394,-1.351483866,-1.297009722,-1.255206497,-1.219437881,-1.153081743,-1.130392837,-1.06881174,-1.013456666,-0.976731075,-0.938539981,-0.886651705,-0.864701935,-0.806193872,-0.76054035,-0.717699706,-0.679241147,-0.633605063,-0.622183971,-0.568015799,-0.549527642,-0.494098799,-0.474622146,-0.437564377,-0.406366193,-0.39349288,-0.370753547,-0.277784123,-0.307629039,-0.27690735
1958,-1.302918936,-2.269298456,-2.664141089,-2.85667287,-2.980053318,-3.045757491,-3.103473783,-3.15864053,-3.211124884,-3.294992041,-3.308918508,-3.328827157,-3.2644011,-3.276544328,-3.199282922,-3.175223538,-3.099632871,-3.056011125,-3.036212173,-3.007888512,-2.982966661,-2.979224512,-2.994819487,-2.949620244,-2.949620244,-2.930701988,-2.944621669,-2.903785415,-2.879426069,-2.892111975,-2.868060705,-2.828273546,-2.837137007,-2.836838625,-2.778325003,-2.764976841,-2.732593581,-2.716698771,-2.680893941,-2.66514431,-2.627087997,-2.599807511,-2.546528766,-2.517698233,-2.474436942,-2.454940415,-2.399353764,-2.367846516,-2.316952962,-2.283662712,-2.224025669,-2.188626103,-2.151626116,-2.101603954,-2.068745594,-2.027843464,-1.992337553,-1.953270778,-1.919806581,-1.88038125,-1.830913643,-1.804183342,-1.762808263,-1.728390699,-1.680977267,-1.636990057,-1.599755669,-1.561568414,-1.518973232,-1.485133616,-1.433315083,-1.387300892,-1.346334126,-1.293162782,-1.24814376,-1.205560753,-1.134540677,-1.127092378,-1.051171523,-1.003575896,-0.966114047,-0.917103378,-0.865306638,-0.845950528,-0.798059665,-0.74997055,-0.715043919,-0.668759014,-0.6344334,-0.601936669,-0.590202087,-0.532054652,-0.496182089,-0.483821727,-0.438763815,-0.427804751,-0.360567303,-0.343526147,-0.292096992,-0.28342827
1959,-1.319519444,-2.330218385,-2.689094371,-2.855737226,-3.015472687,-3.057991947,-3.154281982,-3.232844134,-3.220403509,-3.262012674,-3.304518324,-3.300162274,-3.27083521,-3.253365801,-3.251811973,-3.152427341,-3.111259039,-3.080921908,-3.022276395,-3.019996628,-2.998699067,-2.999132278,-2.976336082,-2.935542011,-2.950781977,-2.920095532,-2.930701988,-2.937418016,-2.909389292,-2.903089987,-2.874518734,-2.834458923,-2.808548986,-2.799696817,-2.789413975,-2.77237035,-2.733533105,-2.709742731,-2.669992299,-2.653451441,-2.615288257,-2.594824454,-2.562407968,-2.522734005,-2.507239611,-2.458920232,-2.406160339,-2.370998381,-2.335640125,-2.293965339,-2.247874693,-2.181774106,-2.158828306,-2.115431185,-2.070274622,-2.042775942,-1.995893677,-1.957030927,-1.922377771,-1.877129077,-1.844421069,-1.805818791,-1.771548309,-1.731983979,-1.689540356,-1.655411257,-1.609241471,-1.572092136,-1.536107011,-1.491093383,-1.450506287,-1.407401371,-1.359677602,-1.31535209,-1.262839175,-1.217670731,-1.171391655,-1.123712863,-1.091402401,-1.025308732,-0.979452276,-0.94412878,-0.884233104,-0.845426925,-0.811656591,-0.774380619,-0.732520853,-0.692932049,-0.654928322,-0.617527277,-0.593158473,-0.542729875,-0.511202595,-0.488236922,-0.473880511,-0.445381237,-0.394441779,-0.37926863,-0.401104488,-0.164124338
