1876,-0.595232972,-1.427523391,-1.724504369,-1.902465053,-2.029932203,-2.121133663,-2.182236368,-2.287602869,-2.390405591,-2.336299075,-2.369673845,-2.436756299,-2.46130062,-2.456428576,-2.388276692,-2.33003263,-2.300075597,-2.209855635,-2.181180492,-2.120674699,-2.162096055,-2.147276089,-2.119529407,-2.07109231,-2.039243909,-2.027658284,-2.037535954,-2.001784268,-2.051195954,-2.046772028,-2.005990967,-1.967300673,-1.969359805,-1.996237979,-1.945616792,-1.918472674,-1.913462216,-1.915888648,-1.872182766,-1.88669185,-1.914995001,-1.877587505,-1.868830617,-1.871180858,-1.814996444,-1.825213583,-1.804958719,-1.775777814,-1.777960203,-1.732499741,-1.685774529,-1.689561605,-1.64374462,-1.623167651,-1.591268339,-1.536390664,-1.495624299,-1.487142241,-1.59465364,-1.429749023,-1.391056987,-1.35378258,-1.330683119,-1.310531307,-1.244361404,-1.257447678,-1.195758313,-1.163580932,-1.109931255,-1.105218871,-1.040949063,-1.021609465,-0.950685047,-0.920771708,-0.877875907,-0.873002168,-0.851307905,-0.825184544,-0.802325309,-0.77411979,-0.702878821,-0.698488205,-0.665029826,-0.612419767,-0.57147646,-0.578570484,-0.498620273,-0.487044921,-0.383774527,-0.365888659,-0.337762689,-0.420055287,-0.450878979,-0.400714221,-0.59533901,-0.303736247,-0.178123728,-0.378498639,-0.010488335,-0.214402551,#NUM!
1877,-0.60989013,-1.336054205,-1.620676349,-1.770369344,-1.866780543,-1.988725671,-2.107182176,-2.10204319,-2.219970873,-2.323946875,-2.294307303,-2.368150538,-2.40252421,-2.377475138,-2.400007822,-2.329383114,-2.250418265,-2.218029326,-2.172307711,-2.154529867,-2.1690907,-2.175743962,-2.126040345,-2.116452121,-2.071245798,-2.074069402,-2.079407138,-2.040672354,-2.00899556,-2.038199361,-2.034939479,-2.031610458,-1.977571629,-1.986067879,-1.963570734,-1.958449418,-1.926391612,-1.905389137,-1.95373902,-1.961697828,-1.905109803,-1.886524601,-1.900319359,-1.858769781,-1.87461634,-1.862519291,-1.83875182,-1.804875577,-1.801342913,-1.77994424,-1.752296718,-1.743522794,-1.700950553,-1.642217564,-1.642084201,-1.592949185,-1.572011076,-1.540064983,-1.500065605,-1.59352795,-1.485638224,-1.398396257,-1.394565655,-1.336930721,-1.317349594,-1.269645772,-1.219157243,-1.216053565,-1.138137155,-1.13745123,-1.079756633,-1.011552529,-1.015972525,-0.949430789,-0.89968116,-0.906238717,-0.908741154,-0.896990361,-0.813877474,-0.785611871,-0.763367023,-0.748756108,-0.710172563,-0.658771295,-0.633709686,-0.568970932,-0.552652782,-0.516412703,-0.529344056,-0.411158201,-0.346379441,-0.447780909,-0.417067781,-0.695384544,-0.257937418,-0.468136775,-0.463332997,-0.119292709,-0.564863053,-0.231724579,#NUM!
1878,-0.619276954,-1.371754155,-1.641608241,-1.793066238,-1.86312096,-2.018634491,-2.114978205,-2.175158528,-2.211690188,-2.357634419,-2.345919765,-2.414877814,-2.368454772,-2.421934116,-2.345246067,-2.395342028,-2.294563953,-2.257982253,-2.223298816,-2.169989064,-2.178224533,-2.144299169,-2.155274372,-2.084020086,-2.110642263,-2.056703385,-2.106071873,-2.049343117,-1.998612477,-2.04315951,-2.084864093,-2.028909787,-1.988471846,-1.955225126,-1.96313167,-1.971754183,-1.935991513,-1.964370172,-1.963930299,-1.92808119,-1.970738004,-1.909565584,-1.893367211,-1.902569146,-1.90514471,-1.856267177,-1.889814473,-1.849304949,-1.786030918,-1.790216985,-1.719307836,-1.67378707,-1.72646632,-1.651072381,-1.615395725,-1.583908948,-1.585594947,-1.522748476,-1.48482848,-1.488290392,-1.533725678,-1.451917829,-1.383073097,-1.327301937,-1.278420191,-1.242285201,-1.214855314,-1.200466474,-1.164011548,-1.119895572,-1.040953835,-1.059010631,-0.999162619,-0.970583753,-0.882294627,-0.870091083,-0.847476222,-0.891637965,-0.798406259,-0.786458338,-0.678952813,-0.654359696,-0.648735295,-0.583184812,-0.627727027,-0.575013884,-0.531629035,-0.471605281,-0.51962938,-0.431628113,-0.380895186,-0.322291785,-0.29753672,-0.22386493,-0.154696029,-0.216805585,-0.224447073,-0.395520142,-0.659282306,0.343564951,0.329924815
1879,-0.638736919,-1.460196503,-1.739284806,-1.88552246,-2.00590291,-2.086981316,-2.198253381,-2.311402225,-2.329012397,-2.379863945,-2.453457337,-2.439137305,-2.487315604,-2.424581209,-2.425158805,-2.367947833,-2.284581677,-2.27417001,-2.221053272,-2.133830852,-2.123897679,-2.119758224,-2.140861703,-2.157515576,-2.113170995,-2.060281118,-2.072835026,-2.09350334,-2.04992737,-2.024614151,-2.017367006,-2.093611079,-1.993533958,-1.982465841,-1.948114621,-1.978810701,-1.937831827,-1.952725133,-1.923250359,-1.889040119,-1.887160489,-1.941232445,-1.89997427,-1.881569923,-1.890286495,-1.846124186,-1.84481584,-1.811746673,-1.768275617,-1.737976295,-1.723377376,-1.723055914,-1.698470853,-1.677780705,-1.642713268,-1.614143588,-1.59547416,-1.524663013,-1.4756688,-1.419599686,-1.397018112,-1.474216872,-1.402996287,-1.286685899,-1.282013459,-1.249807992,-1.239313703,-1.162354754,-1.139302726,-1.077809308,-1.025235081,-1.002517505,-1.012964188,-0.921064924,-0.909727835,-0.851517656,-0.825048086,-0.84210221,-0.782171389,-0.768189021,-0.712260956,-0.711891686,-0.643358532,-0.638939224,-0.546996791,-0.533593599,-0.487178241,-0.435667773,-0.426367308,-0.446908644,-0.430469258,-0.27695583,-0.207906114,-0.180499496,-0.333586862,-0.371420022,-0.388648497,-0.110402518,-0.120390958,0.176091259,#VALUE!
1880,-0.667656489,-1.431340747,-1.712310216,-1.829914386,-1.915530969,-2.088256622,-2.141041945,-2.210913085,-2.316412682,-2.327255802,-2.394802733,-2.460923901,-2.568636236,-2.501276029,-2.46130062,-2.331520897,-2.325598187,-2.250109159,-2.242603971,-2.250186415,-2.176721443,-2.162474691,-2.135310966,-2.124417896,-2.133181197,-2.096259059,-2.071655365,-2.092696151,-2.119472222,-2.05051241,-2.027565723,-2.02751945,-2.028770553,-2.006387442,-1.983886334,-1.946844697,-1.953426802,-1.946345442,-1.920059403,-1.925512695,-1.866556902,-1.927603033,-1.936854363,-1.894319537,-1.882529836,-1.857172705,-1.864231485,-1.86198166,-1.799313624,-1.780729914,-1.723354406,-1.722574168,-1.690029343,-1.658961368,-1.637913547,-1.639671712,-1.575200005,-1.559484479,-1.514789809,-1.477712297,-1.414268626,-1.419645339,-1.518442721,-1.353106376,-1.307717237,-1.269185436,-1.248266818,-1.204293735,-1.137528715,-1.114848061,-1.069545113,-1.044889769,-1.027399164,-1.004834448,-0.921746239,-0.892047615,-0.86649622,-0.845320456,-0.804947633,-0.788986309,-0.6942704,-0.693030569,-0.60695329,-0.656705657,-0.608058003,-0.551618363,-0.510103366,-0.431955589,-0.501976313,-0.466408406,-0.463934205,-0.400219512,-0.333030176,-0.45456546,-0.390714081,-0.235570541,-0.149389906,-0.172822065,-0.290405288,0.134255223,0.166029976
1881,-0.667208188,-1.363823142,-1.646449199,-1.778559679,-1.89438764,-2.025166045,-2.13996161,-2.180127178,-2.307505592,-2.351542406,-2.403842919,-2.461551948,-2.526221165,-2.494850022,-2.397940009,-2.376647318,-2.345246067,-2.27876663,-2.221270076,-2.217742426,-2.171340103,-2.134896025,-2.116565706,-2.144602003,-2.172630727,-2.117589316,-2.144662596,-2.076755981,-2.018861217,-2.05104939,-2.022139271,-2.044986097,-2.028121383,-2.042871802,-2.006475597,-1.925622462,-1.944927618,-1.95373902,-1.936479,-1.927345783,-1.914031923,-1.86780437,-1.881140305,-1.86767626,-1.915173583,-1.849857838,-1.810593914,-1.812000128,-1.840643388,-1.818556604,-1.764673598,-1.705489685,-1.674422768,-1.679729054,-1.670358089,-1.629098495,-1.590083776,-1.555283973,-1.509114891,-1.476852076,-1.418243708,-1.38896744,-1.394856632,-1.451119437,-1.356359828,-1.268056853,-1.260229934,-1.219229184,-1.160207816,-1.135803481,-1.077118909,-1.032686082,-1.008866997,-0.960098317,-0.943209452,-0.901131399,-0.889966138,-0.861539405,-0.758901991,-0.772046486,-0.706785551,-0.690561475,-0.708300448,-0.690127206,-0.622338662,-0.595103025,-0.587892408,-0.431827621,-0.509500746,-0.49277985,-0.439907972,-0.338657818,-0.385010032,-0.238756451,-0.371903423,-0.025678094,-0.293822649,-0.409086866,-0.494386117,0.114385773,-0.159261125
1882,-0.712735874,-1.428582348,-1.693039137,-1.788692533,-1.890421453,-2.034234036,-2.179273237,-2.242755849,-2.326242063,-2.361211333,-2.393618635,-2.476643793,-2.417482116,-2.504594437,-2.471468939,-2.389659289,-2.31884925,-2.278931698,-2.235077015,-2.224171186,-2.177570376,-2.134659094,-2.143452355,-2.127028369,-2.096475936,-2.100070117,-2.098269308,-2.136558171,-2.063486258,-2.088682558,-2.022505031,-2.024430342,-2.021910827,-1.962613347,-2.027843464,-1.970738004,-1.93159148,-1.918616683,-1.951364012,-1.925476112,-1.88699306,-1.866748588,-1.857329022,-1.880348278,-1.888603051,-1.883060353,-1.825765695,-1.829093191,-1.809696322,-1.772190396,-1.781411984,-1.706063186,-1.682751732,-1.697430989,-1.652240782,-1.592626094,-1.572189427,-1.548351701,-1.512946511,-1.46045973,-1.41225537,-1.392137682,-1.324404944,-1.313444163,-1.430263354,-1.309945754,-1.186959714,-1.171952671,-1.136986611,-1.17258549,-1.078615295,-1.037346595,-1.009718877,-0.944453489,-0.924197646,-0.924296137,-0.831670492,-0.823963755,-0.799924155,-0.736449142,-0.70633476,-0.68605689,-0.620288484,-0.628832354,-0.568065594,-0.563307932,-0.570058867,-0.481334741,-0.501550219,-0.439091944,-0.392889332,-0.399143585,-0.369411456,-0.286307057,-0.529843927,-0.221051827,-0.813136859,-0.442087565,#NUM!,0.147819108,0.469697304
1883,-0.731300368,-1.510182092,-1.8127896,-1.909177837,-2.044023778,-2.167235695,-2.247183569,-2.314706219,-2.369063881,-2.401318901,-2.471211808,-2.507379278,-2.530177984,-2.443938841,-2.498529928,-2.365925975,-2.330590133,-2.305131672,-2.24131515,-2.217097594,-2.167874457,-2.178486472,-2.169347186,-2.153848523,-2.143512787,-2.140621496,-2.1340082,-2.128427064,-2.175939283,-2.107682739,-2.080817271,-2.065653073,-2.046868775,-2.041531682,-2.008552402,-2.016463918,-1.982716178,-1.983468059,-1.956009334,-1.957897232,-1.928338877,-1.90284685,-1.90090664,-1.915817089,-1.89350313,-1.891063076,-1.90038841,-1.856017708,-1.811240207,-1.759450752,-1.764042521,-1.765533337,-1.686617942,-1.686512426,-1.687103648,-1.639520192,-1.595285987,-1.587421865,-1.546849905,-1.493589684,-1.428267882,-1.416495173,-1.357951177,-1.329132845,-1.31732254,-1.396812308,-1.281614581,-1.183559832,-1.150648162,-1.142185222,-1.104886985,-1.047842274,-1.034224638,-0.987386305,-0.901411646,-0.895035154,-0.885439053,-0.844160109,-0.795250746,-0.751857465,-0.724681734,-0.694150123,-0.681475472,-0.658844542,-0.604334692,-0.561048073,-0.550018943,-0.535409119,-0.533584696,-0.401681238,-0.355653991,-0.259630994,-0.426792936,-0.240468885,-0.131671848,-0.227641615,-0.039942784,#NUM!,#NUM!,-0.096330617,#NUM!
1884,-0.741451309,-1.495298119,-1.809108283,-1.90201427,-2.062682752,-2.109020403,-2.2142432,-2.281000362,-2.364013888,-2.423198104,-2.491066474,-2.467500414,-2.509900995,-2.450996738,-2.406824737,-2.418505458,-2.33592241,-2.277366077,-2.221342368,-2.215168822,-2.222935845,-2.144602003,-2.186352305,-2.113622093,-2.145086978,-2.104909103,-2.103694293,-2.059533322,-2.084230934,-2.095392636,-2.027750864,-2.035598929,-2.023283296,-2.027195678,-1.990974258,-1.976788708,-2.006299305,-1.986404476,-1.971225473,-1.939000147,-1.923177577,-1.939831188,-1.890185304,-1.914281405,-1.888233567,-1.915173583,-1.88669185,-1.895239833,-1.84067348,-1.809752367,-1.756614655,-1.75428997,-1.740764598,-1.70092874,-1.67033776,-1.65276759,-1.639311938,-1.573618884,-1.536629673,-1.489857301,-1.477594894,-1.436791918,-1.406282069,-1.37358777,-1.288960844,-1.279485134,-1.373351732,-1.228258229,-1.172288338,-1.129081334,-1.102114608,-1.085033092,-1.017760435,-0.981357744,-0.964798476,-0.888834978,-0.865032826,-0.875296932,-0.797350964,-0.759410818,-0.760733063,-0.720520135,-0.705159164,-0.689744388,-0.621596648,-0.601950563,-0.545942154,-0.523295868,-0.587489054,-0.447941684,-0.447208934,-0.619615075,-0.410517321,-0.508354006,-0.267144043,-0.357511738,-0.124123607,-0.219453717,-0.263636171,-0.04583181,0.048896448
1885,-0.717246509,-1.451586011,-1.76130169,-1.906543293,-2.008419543,-2.127727154,-2.274251667,-2.302596277,-2.372736583,-2.386581055,-2.456304368,-2.501276029,-2.519418213,-2.522878745,-2.45038376,-2.339324212,-2.326610422,-2.260902554,-2.196884445,-2.163865851,-2.140321423,-2.126563137,-2.145693958,-2.154034238,-2.124533584,-2.060680469,-2.097670694,-2.051782706,-2.043687469,-2.094743951,-2.112101512,-2.051831638,-2.020269569,-2.023558311,-2.00169706,-1.979845968,-1.975801768,-1.987669044,-1.945157221,-1.921760746,-1.87886711,-1.888905589,-1.885956437,-1.864517509,-1.868959068,-1.82698865,-1.83785396,-1.855893027,-1.815706145,-1.766267991,-1.755104666,-1.721337839,-1.728623128,-1.678360151,-1.620440689,-1.613554544,-1.595303091,-1.559232559,-1.531091699,-1.48490806,-1.457149686,-1.407101869,-1.378906845,-1.36468719,-1.295617807,-1.254769015,-1.217133393,-1.322977366,-1.187287133,-1.122916743,-1.069998999,-1.056584634,-1.041273705,-0.949755619,-0.961272569,-0.876370461,-0.840938374,-0.820732661,-0.803812757,-0.715409114,-0.74857107,-0.704140537,-0.676366383,-0.594481186,-0.616983969,-0.606289704,-0.503246042,-0.496086806,-0.493696603,-0.43258659,-0.437477556,-0.439617467,-0.315435585,-0.355227693,-0.327463449,-0.356253287,-0.156347461,-0.42433654,0.083985021,0.304208231,0.437811582
