1.088842391,1.58286059,1.900802945,2.207678364,2.360015752,2.417822962,2.514562519,2.60624936,2.68613278,2.732124581,2.750312572,2.771856392,2.761452112,2.737786295,2.68655463,2.659357622,2.596879479,2.562725203,2.530472521,2.49390104,2.464326197,2.465466244,2.444059562,2.447453452,2.414426481,2.430392032,2.42044504,2.399898744,2.382999659,2.376957566,2.381219975,2.369775589,2.333669256,2.324496615,2.299296283,2.28810845,2.271646218,2.259321575,2.214527797,2.211760903,2.214385475,2.20999648,2.130123187,2.146180154,2.133771753,2.091783147,2.081917215,2.053449489,2.010194349,1.980925271,1.963211467,1.957424488,1.866556902,1.84700879,1.8224635,1.829826326,1.759201229,1.731656086,1.67914778,1.656571711,1.644433552,1.623167651,1.516469757,1.495189447,1.456490694,1.418300596,1.431446288,1.368464917,1.305587864,1.274545761,1.249931522,1.224062043,1.121397787,1.09374579,1.061915788,1.017118469,0.995034113,0.958619159,0.91142098,0.880038461,0.859551669,0.831602705,0.764708965,0.751776534,0.678760005,0.67409455,0.629879378,0.599897387,0.584450759,0.549169142,0.525183717
1.134860477,1.696523146,2.091193401,2.263046046,2.462432743,2.503347061,2.57626275,2.646853454,2.724919102,2.738737131,2.790216985,2.8247782,2.806597097,2.760450279,2.718966633,2.661942125,2.632830511,2.588211995,2.548827842,2.526659036,2.512296137,2.497846107,2.486382926,2.484258583,2.458046526,2.458420756,2.455188088,2.442372512,2.432268037,2.431446288,2.42934033,2.427012292,2.383314479,2.37788964,2.379135525,2.344669442,2.340844719,2.313810766,2.258769589,2.25609845,2.244811414,2.245881106,2.187956102,2.179207619,2.16774663,2.116111542,2.099687503,2.08496971,2.039814723,2.021089423,1.995635629,2.015652742,1.93129478,1.878177623,1.84275484,1.863374544,1.795500176,1.767995517,1.713858025,1.678712335,1.665566356,1.663160175,1.574710384,1.511026475,1.491120293,1.44807449,1.458308453,1.418482691,1.344256665,1.306088471,1.285544498,1.269104726,1.174573882,1.127459153,1.101181609,1.069851052,1.021860585,1.009070941,0.956885399,0.929149747,0.894183363,0.877843124,0.800058423,0.770686837,0.740721565,0.700981094,0.658179827,0.636297786,0.600056442,0.56044311,0.546042922
1.093654182,1.622803065,2.024936004,2.244735109,2.363311552,2.482540173,2.574955125,2.653060537,2.729787145,2.770830297,2.791021483,2.800244823,2.791827473,2.757955761,2.699621935,2.666552726,2.619969752,2.575445023,2.547906751,2.515273196,2.510041521,2.487582451,2.475993554,2.456428576,2.461175011,2.467118281,2.459420283,2.423083044,2.438898616,2.432738308,2.391687957,2.41589503,2.39739748,2.391687957,2.353008463,2.328364403,2.303731003,2.295849483,2.27335428,2.230253533,2.21481258,2.237171447,2.179798541,2.177178355,2.138883956,2.11673614,2.101549081,2.053253065,2.037725395,2.000304113,1.963411023,1.978810701,1.918832785,1.899629455,1.824865241,1.841697831,1.767486707,1.762004107,1.706703755,1.6749772,1.623368303,1.636124891,1.570651527,1.523168371,1.462810774,1.42555201,1.434128579,1.389329193,1.327948346,1.283078927,1.2387113,1.238004543,1.161661033,1.110586236,1.056861771,1.023191663,1.002286052,0.976011305,0.925761541,0.901858339,0.856997698,0.848253332,0.787301135,0.746221138,0.697608456,0.682833322,0.64526939,0.614332965,0.594785161,0.547932822,0.51663811
1.094673735,1.650567048,2.045130629,2.244964066,2.383524486,2.417482116,2.596879479,2.65915945,2.705974906,2.761702932,2.785156152,2.809108283,2.782252927,2.765482716,2.694648631,2.645699438,2.614751318,2.570732334,2.547600154,2.515985037,2.500312917,2.498940738,2.492819023,2.484523559,2.469288162,2.466355021,2.452225295,2.444542783,2.435452288,2.439495585,2.42945706,2.43687504,2.385102784,2.418619311,2.378927629,2.369165482,2.347753659,2.312203589,2.271321633,2.254456798,2.233066906,2.235226283,2.181642122,2.189498652,2.165642887,2.111764327,2.109299602,2.072373038,2.036920839,2.00104356,1.974202759,1.978108126,1.914103189,1.904238041,1.850750087,1.838003475,1.787412922,1.764648337,1.72154365,1.690646677,1.645008497,1.644510167,1.564044209,1.548858579,1.498146856,1.424673573,1.445631999,1.403095159,1.339400111,1.303661088,1.250897815,1.238628535,1.171507668,1.131837726,1.081209789,1.023407031,0.994193388,0.980190224,0.936017749,0.914092498,0.860177564,0.854673045,0.79869029,0.747035377,0.695274724,0.673033641,0.640174,0.598570163,0.575425417,0.54821203,0.516889333
1.122692017,1.713476168,2.104964403,2.31229272,2.427244535,2.473014931,2.55129368,2.683400698,2.729088361,2.783042793,2.84375381,2.830619505,2.837435593,2.798602876,2.750801643,2.694433686,2.643782866,2.607303047,2.563042669,2.537152964,2.534617149,2.514420523,2.519849275,2.501551597,2.487849463,2.480697151,2.460672936,2.456056058,2.465593101,2.452348342,2.453457337,2.45038376,2.422163659,2.407490152,2.410273744,2.383209514,2.346594509,2.329383114,2.281083314,2.277777536,2.259242677,2.242148656,2.183626111,2.205302873,2.189498652,2.144844423,2.12021622,2.089162235,2.04590228,2.019133445,1.995893677,1.989191402,1.925695656,1.909777228,1.887126998,1.869666232,1.791021483,1.782226623,1.732875225,1.709720471,1.671294288,1.664040894,1.584909742,1.545292307,1.521722168,1.464921181,1.447745595,1.408679346,1.35615269,1.316871877,1.2775553,1.260206214,1.175035037,1.14556035,1.115363208,1.05680732,1.012646611,0.988281575,0.956964057,0.932720792,0.893030995,0.867932519,0.809158655,0.773926206,0.726535727,0.686284598,0.649004243,0.638704786,0.587411787,0.553939949,0.538009532
1.132880323,1.69079582,2.062231433,2.284498055,2.418505458,2.491604967,2.589222767,2.637140697,2.756218084,2.770574152,2.798056937,2.823330067,2.817015033,2.807153885,2.744968837,2.679645967,2.626352528,2.593971055,2.55705013,2.541815564,2.521722168,2.505428016,2.496617937,2.491739694,2.492144128,2.478861916,2.463189134,2.453580733,2.449527043,2.445631999,2.42078822,2.440452444,2.416008201,2.397180658,2.379031564,2.350567777,2.332266947,2.299382804,2.276298106,2.248336054,2.227971835,2.232844134,2.15583359,2.158765704,2.153230046,2.127494101,2.088309841,2.055221319,2.03461013,1.993191792,1.969238409,1.969359805,1.903472334,1.878702847,1.851058185,1.86502646,1.790619048,1.759650473,1.708719971,1.686765708,1.649596904,1.644605955,1.565942331,1.522965613,1.482329146,1.444675763,1.444736222,1.378906845,1.33293949,1.280031001,1.250766273,1.244300421,1.15152145,1.107348966,1.072111462,1.037578571,0.976385436,0.955695481,0.91259485,0.890965083,0.858735272,0.847412035,0.764815085,0.743671995,0.693647897,0.6828668,0.606331806,0.585591602,0.568388598,0.536102534,0.523249501
1.145451064,1.749824052,2.119529407,2.3341377,2.447818661,2.487315604,2.58552805,2.662141571,2.67943832,2.782252927,2.792634963,2.801893001,2.81389162,2.781464495,2.747632486,2.705313376,2.619426997,2.587707491,2.545765104,2.540607512,2.524038411,2.502932064,2.515557792,2.503347061,2.483068191,2.498393078,2.487849463,2.473660723,2.456925765,2.471340355,2.455683858,2.45136494,2.409938769,2.419075024,2.383104574,2.378927629,2.373044049,2.34959533,2.306712843,2.276216063,2.261536561,2.258060922,2.19606515,2.181972158,2.175353585,2.152242312,2.14454142,2.106016433,2.045709238,2.019451261,1.996496385,1.997704317,1.928559873,1.90142549,1.863501392,1.875560989,1.824517179,1.788639141,1.714285203,1.697430989,1.67553234,1.662900304,1.601643269,1.549596914,1.505455829,1.440715951,1.47410041,1.416585833,1.345371103,1.309299014,1.280983774,1.255441044,1.186659241,1.140987865,1.091901192,1.066467159,1.036013953,0.982324046,0.938464591,0.91416021,0.888895501,0.870903318,0.816340178,0.787043071,0.71443144,0.70047309,0.660300178,0.622722897,0.599641637,0.572148886,0.543936256
1.102273967,1.620386324,1.993362841,2.235674394,2.380384994,2.425274416,2.551602897,2.64244628,2.703993331,2.733298033,2.81417464,2.800519085,2.790484985,2.757707095,2.717151397,2.671824339,2.610479534,2.561615893,2.529736553,2.522589312,2.474566447,2.477295007,2.498803758,2.47820835,2.465593101,2.469800302,2.468776625,2.453951134,2.451610582,2.427012292,2.42573717,2.431211788,2.391794992,2.386369565,2.355266073,2.335358024,2.315603522,2.31354249,2.266722466,2.249337354,2.221993539,2.224171186,2.14327111,2.150764909,2.121478204,2.101219987,2.080085519,2.06666459,2.009128595,1.967179851,1.935317434,1.953036846,1.881702199,1.854772507,1.808604883,1.821944388,1.757011588,1.76017518,1.688564032,1.646506927,1.612521188,1.621329615,1.544804798,1.504219848,1.458171233,1.398005158,1.394091887,1.372511247,1.316088837,1.250116884,1.216861395,1.200418243,1.126005515,1.082452481,1.028877295,0.992320486,0.956531618,0.929013267,0.86585478,0.837584964,0.821935742,0.804537628,0.741245421,0.713992878,0.659456742,0.628088394,0.589283488,0.562588763,0.5286276,0.499036649,0.488584593
1.174677762,1.827922743,2.185486048,2.369877357,2.437231457,2.478077755,2.569280112,2.670398752,2.734710374,2.769040444,2.79128998,2.859806321,2.820448209,2.797784224,2.754981129,2.696803943,2.633577043,2.593800576,2.566390157,2.545917729,2.533280628,2.519561853,2.512578789,2.513286224,2.501276029,2.505149978,2.495937117,2.485452247,2.489723156,2.475214551,2.457548053,2.458295977,2.43062609,2.43062609,2.415668776,2.392759496,2.368556231,2.37427609,2.327348077,2.307241182,2.274415028,2.287939858,2.206209615,2.216382235,2.20280173,2.150826367,2.131003098,2.098923284,2.080294465,2.035363296,2.002919565,2.005199101,1.94195377,1.915852867,1.875887208,1.868702203,1.816530854,1.798821444,1.750190391,1.705137138,1.665847947,1.661503665,1.602407566,1.565255498,1.52888439,1.467576881,1.457871995,1.414697224,1.379593246,1.337818463,1.275961828,1.265984688,1.196611175,1.157696621,1.116202337,1.080435561,1.033295223,1.013712079,0.962549597,0.922897477,0.903055245,0.885138918,0.829028734,0.7920588,0.746974741,0.708595626,0.676888217,0.642408152,0.640923774,0.601861998,0.561029106
1.147251705,1.781097049,2.152921138,2.348334396,2.450751443,2.494714326,2.599116784,2.683191248,2.77702355,2.818156412,2.852632892,2.8224635,2.895171596,2.822175028,2.758951849,2.701365217,2.629671992,2.59465364,2.561299467,2.534319788,2.519131076,2.510885631,2.488517711,2.490797478,2.499900808,2.499626286,2.49825627,2.497163361,2.473402291,2.464199709,2.467627866,2.462684727,2.433444669,2.439376125,2.403512866,2.393081474,2.368150538,2.356646038,2.32330639,2.304693478,2.282495925,2.262409834,2.212397854,2.201418405,2.184422252,2.142727826,2.108072466,2.092965048,2.054137676,2.028770553,2.007446482,1.976294957,1.919337444,1.900941211,1.878276054,1.862709201,1.802967681,1.773168189,1.723860015,1.707987734,1.674012534,1.636237641,1.582229469,1.543087646,1.516969299,1.462495725,1.438445468,1.386284998,1.341998148,1.309981219,1.269621531,1.224841191,1.170008335,1.134665016,1.090288893,1.056149489,1.005045294,0.972919616,0.921876825,0.882513268,0.86105029,0.837782212,0.790820219,0.744172917,0.694704533,0.669180534,0.615650171,0.60366463,0.569241453,0.547597089,0.515020061
